name,funding_total_usd,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,main_category,funding_total_category
PinnacleCare,8176280.0,USA,Baltimore,1,2010-05-03,2010-05-03,2001,1,Health and Wellness,1
GoHome,1331100.0,HRV,Zagreb,1,2008-04-01,2008-04-01,2007,1,Property Management,1
ContaAzul,,BRA,Joinville,4,2011-10-26,2015-02-20,2011,1,Enterprise Software,3
Ever,250000.0,USA,Palo Alto,1,2015-08-10,2015-08-10,2015,1,E-Commerce,0
Return Logic,225000.0,USA,Carlisle,1,2014-04-01,2014-04-01,2014,1,E-Commerce,0
Vungle,25500000.0,USA,San Francisco,4,2011-10-01,2014-02-06,2011,1,Advertising Exchanges,1
repica,874789.0,USA,San Francisco,1,2014-11-06,2014-11-06,2006,1,Email,0
We Are Burst,233655.0,GBR,London,2,2015-02-10,2015-05-15,2014,1,Big Data Analytics,0
Winkcam,100000.0,RUS,Novosibirsk,2,2013-05-01,2013-11-01,2014,1,Games,0
Pipa+Bella,650000.0,IND,Mumbai,1,2015-07-28,2015-07-28,2013,1,E-Commerce,0
BioSilta,3392314.0,FIN,Oulu,1,2014-06-11,2014-06-11,2012,1,Bio-Pharm,1
Pushfor,821116.0,USA,San Francisco,1,2014-01-20,2014-01-20,2013,1,Content Delivery,0
Ubertesters,250000.0,ISR,San Francisco,1,2012-10-01,2012-10-01,2012,1,Android,0
White Sky,26525002.0,USA,Mountain View,4,2006-09-26,2012-06-18,2012,1,Consumer Internet,1
Tenders.es,340966.0,ESP,Madrid,1,2009-01-01,2009-01-01,2009,2,Local Businesses,0
Liquidations Enchere Limited,150000.0,USA,San Francisco,1,2013-04-01,2013-04-01,2013,1,E-Commerce,0
YesWeAd,700000.0,ARG,Buenos Aires,1,2014-08-28,2014-08-28,2013,1,Advertising Networks,0
Talking Bookz,,NGA,Lagos,1,2015-07-23,2015-07-23,2014,1,Retail,3
Oliver,1030000.0,USA,New York,1,2014-11-03,2014-11-03,2015,1,SaaS,1
FBC Device,,DNK,Risskov,1,2014-06-01,2014-06-01,2005,1,Medical Devices,3
HD Biosciences,,CHN,Shanghai,1,2008-08-08,2008-08-08,2012,1,Biotechnology,3
SPARKPLUG,22500000.0,USA,San Francisco,1,2007-01-18,2007-01-18,2014,1,Marketplaces,1
MeetApp,13160.0,CAN,Toronto,1,2014-03-10,2014-03-10,2013,1,Android,0
BioLite,5000000.0,USA,Brooklyn,1,2015-07-28,2015-07-28,2009,1,Emerging Markets,1
Enikos,1100000.0,AUS,Sydney,2,2008-01-01,2008-01-01,2006,0,Advertising,1
525j.com.cn,,USA,San Francisco,1,2012-08-01,2012-08-01,2003,1,Manufacturing,3
Metaps,52500000.0,SGP,Singapore,4,2011-12-22,2015-02-11,2007,2,Big Data,1
Webvan,400000000.0,USA,Seattle,2,1998-01-01,1999-07-23,2012,0,Commodities,2
Mobile Roadie,,USA,Beverly Hills,1,2012-02-01,2012-02-01,2008,2,Android,3
Dishable,1120000.0,USA,Chicago,2,2012-08-02,2013-10-24,2012,1,Consumer Internet,1
FiNC,5300000.0,JPN,Tokyo,2,2014-09-12,2015-08-24,2012,1,Exercise,1
Lumi,388000.0,USA,Los Angeles,2,2012-07-29,2014-12-01,2009,1,Design,0
"Nota, Inc.",2000000.0,USA,Menlo Park,1,2014-11-11,2014-11-11,2007,1,Collaboration,1
Zlote Mysli,,USA,San Francisco,1,2009-01-01,2009-01-01,2012,1,Software,3
Upheaval Arts,85000.0,USA,Saint Louis,1,2013-09-12,2013-09-12,2012,1,Games,0
foreverboard,,USA,Buffalo,1,2015-01-05,2015-01-05,2015,1,Construction,3
Lam Cloud Management,,USA,Cranbury,1,2014-12-25,2014-12-25,2012,1,Consulting,3
Caspian Networks,120000000.0,USA,San Jose,1,2002-02-27,2002-02-27,1999,0,Computers,2
MOVE Guides,26224193.0,GBR,London,4,2012-07-01,2015-10-07,2011,1,Enterprise Software,1
ProTip,4700000.0,NLD,Rotterdam,1,2012-06-07,2012-06-07,2004,1,Health Care,1
SurgeryEdu,5000.0,USA,Ann Arbor,1,2013-08-01,2013-08-01,2013,1,3D,0
HyperBranch Medical Technology,18557041.0,USA,Durham,9,2005-01-27,2013-05-14,2003,1,Health Care,1
Caddy,,NZL,Auckland,1,2014-11-11,2014-11-11,2014,1,Medical,3
Digital Theatre,1203771.0,GBR,London,1,2013-01-14,2013-01-14,2012,2,Games,1
EnergyClimate Solutions,2000000.0,USA,Waltham,1,2010-01-05,2010-01-05,2009,1,Clean Technology,1
Inform Genomics,3925000.0,USA,Boston,3,2011-11-28,2015-05-13,2012,1,Biotechnology,1
Enstratius,3500000.0,USA,Minneapolis,1,2011-11-07,2011-11-07,2009,2,Cloud Computing,1
Dreamweaver International,1165000.0,USA,Greer,3,2011-08-03,2014-08-01,2012,1,Batteries,1
Kaiam,72002285.0,USA,Newark,5,2011-03-01,2014-09-22,2009,1,Semiconductors,1
Techonline,7500000.0,USA,San Francisco,1,2001-02-20,2001-02-20,2012,0,Internet,1
Tempi.do,100000.0,USA,San Francisco,1,2014-06-10,2014-06-10,2013,0,Apps,0
Casagem,,CAN,Toronto,1,2013-04-02,2013-04-02,2012,1,Software,3
Findyr,2500000.0,USA,New York,2,2014-02-01,2015-08-12,2014,1,Databases,1
Idea Market,,USA,San Francisco,2,2014-10-01,2015-05-29,2014,1,Crowdsourcing,3
Embo Medical,3753730.0,IRL,San Francisco,1,2014-10-06,2014-10-06,2012,1,Health Care,1
POS on CLOUD,100000.0,USA,Louisville,1,2012-05-01,2012-05-01,2012,1,Cloud Computing,0
Invuity,96200000.0,USA,San Francisco,5,2010-07-01,2015-02-13,2004,2,Health Care,1
Grid Dynamics,1500000.0,USA,Menlo Park,1,2015-08-17,2015-08-17,2006,1,E-Commerce Platforms,1
POET Technologies,10000000.0,CAN,Toronto,2,2011-11-28,2014-02-13,2012,2,Semiconductors,1
ISVS,800000.0,SGP,Singapore,1,2013-07-01,2013-07-01,2011,1,Career Management,0
44LAB5,450000.0,USA,La Plata,1,2015-05-31,2015-05-31,2015,1,Creative,0
Phylogix Inc.,12000000.0,USA,Scarborough,1,2004-03-10,2004-03-10,2012,1,Biotechnology,1
Ingageapp,1637554.0,CHN,Beijing,1,2013-11-01,2013-11-01,2012,1,Enterprises,1
Fi SYSTEM,63480931.0,USA,San Francisco,1,2000-08-14,2000-08-14,1995,1,Information Technology,1
Indicee,6000000.0,CAN,Vancouver,1,2009-11-04,2009-11-04,2006,0,SaaS,1
Vylkira Games,,USA,Milford,1,2014-10-24,2014-10-24,2014,1,Entertainment,3
BAMx,,USA,San Francisco,1,2015-07-16,2015-07-16,2014,1,Internet,3
Nexis Vision,6750000.0,USA,Menlo Park,2,2011-08-12,2013-12-30,2007,1,Biotechnology,1
Primeloop,525000.0,USA,Las Vegas,3,2013-06-10,2014-01-24,2011,1,Analytics,0
N-Dimension Solutions,3850000.0,CAN,Toronto,1,2012-07-24,2012-07-24,2002,1,Security,1
Cardiola,6000000.0,CHE,Winterthur Töss,2,2009-04-09,2009-11-18,2000,1,Biotechnology,1
Digilab,362660.0,BRA,Santa Catarina,1,2001-04-01,2001-04-01,1996,0,Information Services,0
Culturalite,1300000.0,CAN,Toronto,1,2011-10-18,2011-10-18,2011,1,Curated Web,1
tsumobi,,USA,Cambridge,3,2007-01-01,2008-05-09,2007,1,Software,3
Spark Etail,2314371.21526338,USA,San Francisco,2,2006-11-21,2007-03-04,2012,1,E-Commerce,1
Mamaya,20000.0,USA,Palo Alto,1,2014-04-02,2014-04-02,2014,1,E-Commerce,0
TraderMob,25000.0,USA,San Francisco,1,2014-04-25,2014-04-25,2014,1,Finance,0
Save On Medical,250000.0,USA,Tampa,1,2011-01-01,2011-01-01,2010,1,E-Commerce,0
Matchmove,,USA,La Jolla,1,2009-10-19,2009-10-19,2009,1,Games,3
TRIA Beauty,277226267.0,USA,Pleasanton,12,2007-05-24,2014-10-09,2003,1,E-Commerce,2
scenios,333000.0,USA,New York,1,2012-03-16,2012-03-16,2012,1,Software,0
Chu Shu,40000.0,USA,New York,1,2012-04-10,2012-04-10,2009,1,Fashion,0
Artspace,14450000.0,USA,New York,4,2011-03-29,2015-01-29,2012,2,E-Commerce,1
BrandShield,1469800.0,USA,New York,2,2014-02-12,2014-09-05,2012,1,Internet,1
TinyCo,38000000.0,USA,San Francisco,2,2011-02-25,2013-11-14,2009,1,Games,1
99chairs,,DEU,Berlin,1,2015-02-24,2015-02-24,2014,1,Interior Design,3
LINAGORA,2180000.0,FRA,Paris,1,2006-01-16,2006-01-16,2012,1,Software,1
Zerimar Ventures,,GBR,London,1,2012-10-01,2012-10-01,2012,1,E-Commerce,3
Alexis Bittar,,USA,Brooklyn,1,2012-01-31,2012-01-31,2012,1,Fashion,3
Ganymede Ltd.,6500000.0,POL,Kraków,1,2015-03-11,2015-03-11,2004,1,Games,1
Mira,1000000.0,USA,New York,1,2015-08-21,2015-08-21,2012,1,Ad Targeting,0
RetroSense Therapeutics,12075000.0,USA,Ann Arbor,4,2011-03-04,2015-11-12,2009,1,Biotechnology,1
Think2,798050.0,KOR,Seoul,2,2011-01-01,2012-08-01,2009,1,Education,0
Sensr.net,1500000.0,USA,Incline Village,1,2011-01-26,2011-01-26,2009,1,Enterprise Software,1
Scripbox,2500000.0,IND,Bangalore,1,2015-08-12,2015-08-12,2012,1,Investment Management,1
AccelGolf,457282.0,USA,Cambridge,7,2008-01-01,2009-12-04,2008,0,Apps,0
FirstString Research,3237500.0,USA,Mount Pleasant,1,2010-04-15,2010-04-15,2012,1,Biotechnology,1
Motini,,USA,San Francisco,1,2015-10-14,2015-10-14,2014,1,Software,3
YouTellMe,100000.0,IND,Mumbai,1,2014-12-09,2014-12-09,2014,1,Comparison Shopping,0
Molecular Partners,59760000.0,CHE,Zürich,2,2007-08-14,2009-12-16,2004,2,Biotechnology,1
Ivy Health and Life Sciences,12100000.0,IND,Mohali,1,2013-06-11,2013-06-11,2007,1,Health and Wellness,1
Tinypass,3000000.0,USA,New York,1,2013-06-14,2013-06-14,2011,0,E-Commerce,1
GlySens,14000000.0,USA,San Diego,3,2012-09-14,2015-01-05,1998,1,Health and Wellness,1
Oshiboree,,USA,Westlake Village,1,2012-11-07,2012-11-07,2009,1,Fashion,3
Blue Saint,,USA,San Francisco,1,2014-08-21,2014-08-21,2013,1,Consumer Goods,3
sunne.ws,100000.0,USA,Haddonfield,1,2010-01-01,2010-01-01,2011,1,Group Buying,0
Kanisa Inc.,30000000.0,USA,Cupertino,1,2001-08-28,2001-08-28,2012,2,Information Technology,1
DARA BioSciences,7397000.0,USA,Raleigh,2,2009-06-15,2014-02-13,2012,2,Biotechnology,1
Desktone,26249976.0,USA,Chelmsford,5,2007-07-30,2011-12-16,2006,2,Web Hosting,1
Movero Technology,5992316.0,USA,Austin,2,2007-06-14,2010-03-23,2003,0,Enterprise Software,1
Voylla Retail Pvt. Ltd.,15000000.0,IND,Bangalore,2,2012-10-23,2015-10-05,2012,1,E-Commerce,1
Who is Undercover Spy,,USA,San Francisco,1,2014-02-01,2014-02-01,2013,1,Mobile,3
Intersect ENT,79328131.0,USA,Menlo Park,3,2010-10-28,2013-02-26,2012,2,Health Care,1
Skimlinks,25292877.0,GBR,London,7,2008-01-01,2015-02-04,2006,1,Advertising,1
Magma Global,14032336.0,GBR,Portsmouth,1,2013-01-09,2013-01-09,2009,1,Manufacturing,1
RSS Solutions,1600000.0,USA,San Francisco,1,2003-02-07,2003-02-07,2012,0,Information Technology,1
cacaoTV,886210.0,FRA,Paris,1,2008-10-06,2008-10-06,2008,0,Entertainment,0
Spokane Therapist,14000.0,USA,Spokane,2,2013-07-01,2013-12-06,2011,1,Medical,0
NewChinaCareer,100000.0,HKG,Hong Kong,1,2006-10-01,2006-10-01,2006,1,Advertising,0
Novelo,80000.0,PER,Santiago De Chuco,2,2011-06-01,2011-06-20,2011,0,E-Commerce,0
Cianna Medical,49250003.0,USA,Aliso Viejo,6,2008-02-26,2015-07-16,2007,1,Health Care,1
EclecticIQ,2265393.53475667,NLD,Amsterdam,1,2014-12-10,2014-12-10,2014,1,Cyber Security,1
Somabar,365000.0,USA,San Francisco,1,2015-05-27,2015-05-27,2014,1,Consumer Electronics,0
jnaapti,,USA,San Francisco,1,2011-05-19,2011-05-19,2011,1,Corporate Training,3
Digitrad Communications,2500000.0,FRA,Paris,1,2005-01-01,2005-01-01,1999,0,Databases,1
Bloodhound,3000000.0,USA,Durham,1,2002-11-26,2002-11-26,2012,0,Application Platforms,1
ArcaNatura LLC,390000.0,USA,Groton,3,2011-01-01,2011-06-01,2011,1,Environmental Innovation,0
Restalo,11446000.0,ESP,Barcelona,2,2011-06-02,2013-09-17,2009,1,Hospitality,1
HelloFresh,278500000.0,DEU,Berlin,5,2012-12-12,2015-09-17,2012,1,Content Delivery,2
GetHired.com,1750000.0,USA,Palo Alto,1,2012-01-30,2012-01-30,2012,1,Career Management,1
Storie,,USA,San Francisco,1,2011-10-01,2011-10-01,2012,1,Blogging Platforms,3
Coda Automotive,229000000.0,USA,Los Angeles,5,2009-07-28,2011-09-20,2009,1,Clean Technology,2
H.C. Carbon GmbH,,USA,San Francisco,1,2009-09-21,2009-09-21,2012,1,Software,3
CiDRA,14000000.0,USA,Wallingford,2,2009-06-03,2011-08-31,2012,1,Clean Technology,1
clipkit,,USA,San Francisco,1,2012-01-26,2012-01-26,2008,1,Advertising,3
TellmeGen,270862.0,ESP,Valencia,1,2014-06-12,2014-06-12,2014,1,Biotechnology,0
HealthRally,400000.0,USA,San Francisco,2,2011-12-01,2012-01-01,2010,0,Social Media,0
CollabNet,29600000.0,USA,Brisbane,5,2003-01-20,2014-02-09,1999,2,Enterprise Software,1
TechForward,7760000.0,USA,Los Angeles,5,2007-04-26,2011-02-07,2005,2,Hardware + Software,1
Weiche Tech 喂车科技,,USA,San Francisco,2,2014-06-16,2015-09-06,2014,1,Software,3
Yodlee,124309780.0,USA,Redwood City,4,2006-06-29,2012-05-09,1999,2,Finance,2
trecker.com,2615209.0,DEU,Berlin,1,2014-11-13,2014-11-13,2012,1,Agriculture,1
Resultly,2700000.0,USA,Chicago,4,2011-05-01,2014-05-01,2011,1,Mobile,1
Yoka,15000000.0,CHN,Beijing,4,2006-08-01,2013-12-24,2006,1,Fashion,1
Mailgun,1100000.0,USA,Mountain View,2,2010-01-01,2011-05-13,2010,2,Email,1
Etulipa,,USA,San Francisco,1,2007-12-01,2007-12-01,2012,0,Software,3
Core Mobile Networks,,USA,Santa Clara,1,2011-05-12,2011-05-12,2012,1,Software,3
Kabbee,9007955.0,GBR,London,2,2012-10-01,2013-11-19,2011,1,Mobile,1
IDesia,,ISR,San Francisco,1,2005-12-02,2005-12-02,2012,0,Software,3
Foodzie,1015000.0,USA,San Francisco,2,2008-05-01,2008-12-16,2012,2,E-Commerce,1
Able Imaging,500000.0,USA,Cherry Hill,1,2011-03-07,2011-03-07,2012,1,Health and Wellness,0
Windlab Systems,14000000.0,AUS,Canberra,2,2007-07-01,2009-08-01,2007,1,Clean Energy,1
McKinnon & Clarke,22000000.0,GBR,Dunfermline,1,2010-01-05,2010-01-05,1976,0,Consulting,1
Bellwether Research Institute,,USA,Atlanta,2,2013-12-01,2014-05-01,2005,1,Deep Information Technology,3
SCIO Health Analytics,15929754.0,USA,West Hartford,2,2008-05-16,2009-10-22,2007,1,Analytics,1
Deep Forest Media,8207892.0,USA,Palo Alto,3,2014-06-29,2014-12-31,2012,2,Algorithms,1
GL 2ours,,USA,Kearny,1,2011-07-15,2011-07-15,2011,1,Transportation,3
BioNano Genomics,107182814.0,USA,San Diego,7,2008-03-26,2014-11-20,2003,1,Biotechnology,2
Near Infrared Imaging,20000.0,USA,Wrentham,1,2015-07-20,2015-07-20,2009,1,Medical,0
Joxko,,USA,San Francisco,1,2012-01-24,2012-01-24,2012,0,Software,3
V-Sense Medical,,USA,San Francisco,2,2015-09-16,2015-10-27,2015,1,Health Care Information Technology,3
BillGuard,16500000.0,USA,New York,3,2010-05-28,2014-09-29,2010,2,Consumer Lending,1
Asteel,22420000.0,FRA,Paris,1,2005-11-07,2005-11-07,1999,0,Hardware + Software,1
PeopleLinx,8160983.0,USA,Philadelphia,3,2013-03-19,2015-08-20,2009,1,Sales and Marketing,1
Multipop,2000000.0,USA,New York,1,2014-11-18,2014-11-18,2009,1,Video,1
Getupcode.com,133988.0,ESP,Barcelona,2,2013-04-01,2013-12-01,2012,1,Cloud Infrastructure,0
Morey’s Seafood International,8000000.0,USA,Motley,1,2014-01-07,2014-01-07,2012,1,Hospitality,1
PriceBurp,100000.0,IND,Mumbai,1,2014-10-20,2014-10-20,2010,1,Coupons,0
"Curb (RideCharge, Inc.)",10700000.0,USA,Alexandria,3,2008-01-20,2014-08-19,2007,2,Android,1
DecisionPoint Systems,11927400.0,USA,Foothill Ranch,3,2012-12-21,2013-11-14,1995,1,Software,1
Reebee,,CAN,Kitchener,2,2013-03-01,2013-09-01,2012,1,E-Commerce,3
Extreme Reality,18000000.0,ISR,Herzliya,2,2011-11-11,2013-11-26,2005,1,3D,1
Fruitday,80000000.0,CHN,Shanghai,3,2011-01-01,2015-05-25,2006,1,E-Commerce,1
Dixero International SA,3000000.0,CHE,Lugano,2,2007-04-01,2008-05-01,2009,1,Audio,1
Minggl,1000000.0,USA,Austin,1,2005-01-01,2005-01-01,2005,0,Social Media,0
Stationery,30000.0,USA,San Francisco,1,2013-09-01,2013-09-01,2014,1,Mobile Commerce,0
Lapolla Industries,4400000.0,USA,Houston,1,2012-07-12,2012-07-12,2012,1,Manufacturing,1
TheLocker,1125000.0,USA,Weymouth,1,2013-12-06,2013-12-06,2013,1,E-Commerce,1
Theatro,8800000.0,USA,Dallas,1,2014-08-26,2014-08-26,2011,1,Mobile,1
Emu Solutions,2300000.0,USA,South Bend,1,2014-04-10,2014-04-10,2012,1,Big Data,1
Accendo Technologies,1560000.0,IND,Hyderabad,1,2005-01-25,2005-01-25,2002,1,Software,1
On2 Technologies,5240000.0,USA,Clifton Park,1,2005-01-10,2005-01-10,1992,2,Content,1
eyeQ,1200000.0,USA,Austin,2,2014-01-10,2015-03-27,2012,1,Human Computer Interaction,1
Invenias,5500000.0,GBR,Reading,3,2013-07-22,2014-12-09,2005,1,Software,1
DataProm,500000.0,UKR,Kyiv,1,2014-08-26,2014-08-26,2012,1,E-Commerce,0
IJJ CORP,265924.0,USA,Capitol Heights,2,2009-10-06,2011-10-03,2012,1,Governments,0
SchoolMint,8393326.0,USA,San Francisco,3,2014-01-14,2015-11-23,2013,1,Communications Infrastructure,1
DogLTD,,USA,San Francisco,1,2014-12-01,2014-12-01,2014,1,Pets,3
BITAKA Cards & Solutions,3920000.0,TUN,Tunis,1,2010-05-12,2010-05-12,1999,1,Finance,1
MedPass Health,760000.0,USA,Nashville,1,2015-03-25,2015-03-25,2014,1,Health Care,0
play140,500000.0,USA,Cambridge,1,2010-10-07,2010-10-07,2012,2,Games,0
WeHostels,1265000.0,USA,New York,3,2011-09-01,2012-03-18,2011,2,E-Commerce,1
Pounce,,ISR,San Francisco,1,2012-10-01,2012-10-01,2012,2,Bridging Online and Offline,3
Glencoe Software,800000.0,USA,Seattle,1,2015-02-16,2015-02-16,2005,1,Biotechnology,0
rateGenius,2134804.0,USA,Austin,1,2010-05-26,2010-05-26,1999,1,Finance,1
Aito Technologies,,FIN,Espoo,1,2007-08-22,2007-08-22,2006,1,Software,3
NewAuto Video Technology,53750000.0,CHN,Hubei,2,2008-06-25,2009-08-01,1990,1,Games,1
Iencuentra,50000.0,PER,Lima,1,2012-11-01,2012-11-01,2012,0,Application Platforms,0
Zostel,1000000.0,IND,Jaipur,1,2014-05-13,2014-05-13,2013,1,E-Commerce,0
Index,7000000.0,USA,San Francisco,1,2013-11-19,2013-11-19,2012,1,Enterprise Software,1
Shoutly,2600000.0,SWE,Stockholm,1,2012-05-15,2012-05-15,2011,0,Advertising,1
Liquid Scenarios,112000.0,USA,Boulder,1,2009-12-16,2009-12-16,2009,1,Finance,0
ClearAccess,6000000.0,USA,Vancouver,1,2009-08-18,2009-08-18,2012,2,Web Hosting,1
mInfo,3977006.0,CHN,Shanghai,2,2006-12-06,2010-12-21,2012,1,Manufacturing,1
OFIXU,,GBR,London,1,2015-03-01,2015-03-01,2014,1,Software,3
Mortar Data,3150000.0,USA,New York,4,2012-01-24,2013-12-26,2011,2,Big Data,1
TrackIf,10190000.0,USA,Minnetonka,4,2013-06-14,2015-08-18,2013,1,Consumer Internet,1
Tokita Investments,5000.0,USA,San Francisco,1,2013-09-26,2013-09-26,2013,1,Consulting,0
McGraw-Hill Education,115695619.0,USA,Columbus,1,2015-08-26,2015-08-26,1916,1,Education,2
ReSens,16227.0,USA,San Francisco,1,2015-03-31,2015-03-31,2012,1,Distribution,0
Arisone Home Health Care,200000.0,USA,Broomfield,1,2015-01-29,2015-01-29,2014,1,Medical,0
ApplePie Capital,37770000.0,USA,San Francisco,3,2014-07-01,2015-04-09,2013,1,Financial Services,1
LeanIX,2459722.05140819,DEU,Bonn,1,2015-03-04,2015-03-04,2012,1,Collaboration,1
Language Learning Class,,USA,Richmond,1,2014-08-12,2014-08-12,2014,1,Education,3
TalentCove,,USA,Sunnyvale,1,2014-06-01,2014-06-01,2013,1,Apps,3
KweekWeek,3250000.0,GBR,London,1,2014-10-16,2014-10-16,2012,1,E-Commerce,1
Simplist,,USA,New York,2,2010-03-01,2011-09-01,2013,1,Business Development,3
